Word_ID,Word,Reading,Meaning_EN,Concept_ID,Concept_Label,Concept_Members,Web_Rank,Web_Percentile,Dialogue_Count,Dialogue_Score,Dialogue_Evidence,Context_Families,Context_Dispersion,Register_Dispersion,Composite_Score,Composite_Rank,Composite_Percentile,Composite_JLPT
V01245,そもそも,そもそも,in the first place,lexeme.V01245,in the first place,そもそも,1245,12.44,0,34.4,web_prior,,50.0,37.31,38.2181,2316,24.11,N4
V01246,打つ,うつ,strike,lexeme.V01246,strike,打つ,1246,12.45,0,34.39,web_prior,,50.0,37.3,38.2099,2318,24.14,N4
V01247,賞,しょう,award,lexeme.V01247,award,賞,1247,12.46,366,51.24,direct,Ocio y vida diaria,50.0,45.53,47.0228,955,9.94,N5
V01248,誕生,たんじょう,birth,lexeme.V01248,birth,誕生,1248,12.47,1071,60.54,direct,Familia y amigos|Conocimiento y consultas,47.68,49.48,51.5681,547,5.69,N5
V01249,ぼく,ぼく,I,lexeme.V01249,I,ぼく,1249,12.48,0,34.38,web_prior,,50.0,37.29,38.1967,2321,24.17,N4
V01250,遅い,おそい,slow,lexeme.V01250,slow,遅い,1250,12.49,0,34.37,web_prior,Conocimiento y consultas,50.0,37.28,38.1935,2322,24.18,N4
V01251,流れる,ながれる,flowing,lexeme.V01251,flowing,流れる,1251,12.5,0,34.37,web_prior,,50.0,37.28,38.1918,2323,24.19,N4
V01252,撮る,とる,take a picture,lexeme.V01252,take a picture,撮る,1252,12.51,0,34.37,web_prior,,50.0,37.28,38.1885,2325,24.21,N4
V01253,いらっしゃる,いらっしゃる,Come,lexeme.V01253,Come,いらっしゃる,1253,12.52,0,34.36,web_prior,,50.0,37.26,38.1753,2327,24.23,N4
V01254,まいる,まいる,Mile,lexeme.V01254,Mile,まいる,1254,12.53,0,34.35,web_prior,,50.0,37.25,38.1654,2329,24.25,N4
V01255,バー,バー,bar,lexeme.V01255,bar,バー,1255,12.54,0,34.35,web_prior,,50.0,37.25,38.1654,2330,24.26,N4
V01256,都,と,capital,lexeme.V01256,capital,都,1256,12.55,204,46.19,direct,,50.0,43.2,44.3837,1292,13.45,N4
V01257,全員,ぜんいん,all members,lexeme.V01257,all members,全員,1257,12.56,3509,70.83,direct,Ocio y vida diaria,50.0,53.49,57.0183,264,2.74,N5
V01258,コンピュータ,コンピュータ,computer,lexeme.V01258,computer,コンピュータ,1258,12.57,0,34.34,web_prior,Trabajo y carrera,50.0,37.24,38.1571,2331,24.27,N4
V01259,皆,みな,all,lexeme.V01259,all,皆,1259,12.58,0,34.33,web_prior,,50.0,37.24,38.1522,2333,24.29,N4
V01260,参照,さんしょう,reference,lexeme.V01260,reference,参照,1260,12.59,173,44.76,direct,Trabajo y carrera,50.0,42.51,43.6292,1390,14.47,N4
V01261,少なくとも,すくなくとも,at least,lexeme.V01261,at least,少なくとも,1261,12.6,0,34.29,web_prior,,50.0,37.2,38.114,2340,24.36,N4
V01262,地元,じもと,home area,lexeme.V01262,home area,地元,1262,12.61,503,53.99,direct,Conocimiento y consultas,10.0,46.67,44.3971,1289,13.42,N4
V01263,壁,かべ,wall,lexeme.V01263,wall,壁,1263,12.62,0,34.29,web_prior,,50.0,37.19,38.1073,2342,24.39,N4
V01264,是非,ぜひ,certainly,lexeme.V01264,certainly,是非,1264,12.63,197,45.88,direct,Ocio y vida diaria|Conocimiento y consultas,50.0,43.02,44.2,1319,13.73,N4
V01265,明確,めいかく,clear,lexeme.V01265,clear,明確,1265,12.64,0,34.27,web_prior,Conocimiento y consultas,50.0,37.17,38.0957,2345,24.42,N4
V01266,つながる,つながる,Connect,form.a536ef2f7be6,Connect,つながる|繋がる,1266,12.65,0,36.94,web_prior,,50.0,40.06,40.6675,1845,19.21,N4
V01267,つて,つて,Connections,lexeme.V01267,Connections,つて,1267,12.66,0,34.27,web_prior,,50.0,37.17,38.0907,2346,24.43,N4
V01268,士,し,Scholar,lexeme.V01268,Scholar,士,1268,12.67,0,34.26,web_prior,,50.0,37.16,38.0857,2349,24.46,N4
V01269,特徴,とくちょう,feature,lexeme.V01269,feature,特徴,1269,12.68,246,47.8,direct,Ocio y vida diaria,50.0,43.89,45.1868,1181,12.29,N4
V01270,セット,セット,set,lexeme.V01270,set,セット,1270,12.69,0,34.26,web_prior,Ocio y vida diaria,50.0,37.16,38.0807,2350,24.47,N4
V01271,たつ,たつ,Tatsu,lexeme.V01271,Tatsu,たつ,1271,12.7,0,34.24,web_prior,,50.0,37.14,38.0656,2354,24.51,N4
V01272,皆様,みなさま,everyone,form.f8b0dad609cd,everyone,皆様|みなさま|皆さま,1272,12.71,0,36.26,web_prior,Conocimiento y consultas|Ocio y vida diaria,50.0,39.33,40.0163,1958,20.39,N4
V01273,カメラ,カメラ,camera,lexeme.V01273,camera,カメラ,1273,12.72,0,34.24,web_prior,Conocimiento y consultas,50.0,37.14,38.0656,2355,24.52,N4
V01274,どうしても,どうしても,no matter what,lexeme.V01274,no matter what,どうしても,1274,12.73,0,34.23,web_prior,,50.0,37.13,38.0556,2359,24.56,N4
V01275,別に,べつに,Separately,lexeme.V01275,Separately,別に,1275,12.74,0,34.22,web_prior,,50.0,37.12,38.0489,2361,24.58,N4
V01276,魅力,みりょく,charm,lexeme.V01276,charm,魅力,1276,12.75,693,56.77,direct,Trabajo y carrera|Conocimiento y consultas,50.0,47.8,49.7898,674,7.01,N5
V01277,人口,じんこう,population,lexeme.V01277,population,人口,1277,12.76,168,44.51,direct,Conocimiento y consultas,50.0,42.32,43.4519,1413,14.71,N4
V01278,反応,はんのう,reaction,lexeme.V01278,reaction,反応,1278,12.77,1020,60.12,direct,Ocio y vida diaria,50.0,49.18,51.5016,552,5.74,N5
V01279,きちんと,きちんと,neatly,lexeme.V01279,neatly,きちんと,1279,12.78,0,34.2,web_prior,,50.0,37.1,38.0287,2365,24.62,N4
V01280,まだまだ,まだまだ,Not yet,lexeme.V01280,Not yet,まだまだ,1280,12.79,0,34.2,web_prior,,50.0,37.09,38.022,2368,24.66,N4
V01281,そういった,そういった,Such,lexeme.V01281,Such,そういった,1281,12.8,0,34.18,web_prior,,50.0,37.08,38.0086,2370,24.68,N4
V01282,手段,しゅだん,means,lexeme.V01282,means,手段,1282,12.81,710,56.98,direct,Ocio y vida diaria,50.0,47.87,49.8839,667,6.94,N5
V01283,有効,ゆうこう,validity,lexeme.V01283,validity,有効,1283,12.82,205,46.23,direct,Ocio y vida diaria,50.0,43.12,44.3337,1298,13.51,N4
V01284,タイ,タイ,Thailand,lexeme.V01284,Thailand,タイ,1284,12.83,0,34.17,web_prior,,50.0,37.07,37.9984,2375,24.73,N4
V01285,工場,こうじょう,factory,lexeme.V01285,factory,工場,1285,12.84,603,55.56,direct,Conocimiento y consultas,50.0,47.26,49.151,735,7.65,N5
V01286,入力,にゅうりょく,input,lexeme.V01286,input,入力,1286,12.85,137,42.75,direct,Ocio y vida diaria,50.0,41.46,42.5162,1533,15.96,N4
V01287,ビデオ,ビデオ,video,lexeme.V01287,video,ビデオ,1287,12.86,0,34.17,web_prior,Ocio y vida diaria,50.0,37.06,37.9917,2377,24.75,N4
V01288,注文,ちゅうもん,order,lexeme.V01288,order,注文,1288,12.87,539,54.59,direct,Ocio y vida diaria|Dinero y proyectos,49.27,46.84,48.577,786,8.18,N5
V01289,集中,しゅうちゅう,concentration,lexeme.V01289,concentration,集中,1289,12.88,943,59.44,direct,Conocimiento y consultas,50.0,48.88,51.1352,581,6.04,N5
V01290,あまりに,あまりに,Too much,lexeme.V01290,Too much,あまりに,1290,12.89,0,34.16,web_prior,,50.0,37.05,37.9833,2379,24.77,N4
V01291,さま,さま,looks,lexeme.V01291,looks,さま,1291,12.9,0,34.15,web_prior,,50.0,37.04,37.9782,2380,24.78,N4
V01292,一度,いちど,one time,lexeme.V01292,one time,一度,1292,12.91,45,33.22,direct,,50.0,36.53,37.4785,2488,25.91,N4
V01293,脳,のう,brain,lexeme.V01293,brain,脳,1293,12.92,0,34.13,web_prior,,50.0,37.01,37.9528,2384,24.82,N4
V01294,北,きた,north,lexeme.V01294,north,北,1294,12.93,0,34.12,web_prior,,50.0,37.01,37.9494,2386,24.84,N4
V01295,現象,げんしょう,phenomenon,lexeme.V01295,phenomenon,現象,1295,12.94,199,45.97,direct,Trabajo y carrera,50.0,42.95,44.169,1326,13.8,N4
V01296,ビル,ビル,building,lexeme.V01296,building,ビル,1296,12.95,0,34.11,web_prior,Trabajo y carrera,50.0,37.0,37.9358,2389,24.88,N4
V01297,団,だん,Group,lexeme.V01297,Group,団,1297,12.96,685,56.67,direct,,50.0,47.68,49.6861,686,7.14,N5
V01298,感動,かんどう,being deeply moved emotionally,lexeme.V01298,being deeply moved emotionally,感動,1298,12.97,273,48.7,direct,Conocimiento y consultas,50.0,44.2,45.5805,1133,11.79,N4
V01299,おいしい,おいしい,delicious,form.b7cd200b7da9,delicious,おいしい|美味しい,1299,12.98,0,39.71,web_prior,Ocio y vida diaria,50.0,43.08,43.3498,1426,14.84,N4
V01300,禁止,きんし,prohibition,lexeme.V01300,prohibition,禁止,1300,12.99,802,58.03,direct,Ocio y vida diaria,50.0,48.22,50.368,632,6.57,N5
V01301,サポート,サポート,support,lexeme.V01301,support,サポート,1301,13.0,0,34.06,web_prior,Conocimiento y consultas,50.0,36.94,37.8881,2395,24.94,N4
V01302,実践,じっせん,practice,lexeme.V01302,practice,実践,1302,13.01,54,34.77,direct,Conocimiento y consultas,50.0,37.31,38.2527,2311,24.06,N4
V01303,おそらく,おそらく,probably,lexeme.V01303,probably,おそらく,1303,13.02,0,34.0,web_prior,,50.0,36.88,37.835,2406,25.05,N4
V01304,小泉,こいずみ,Koizumi,lexeme.V01304,Koizumi,小泉,1304,13.03,0,34.0,web_prior,Ocio y vida diaria,50.0,36.88,37.8333,2407,25.06,N4
V01305,職員,しょくいん,staff member,lexeme.V01305,staff member,職員,1305,13.04,295,49.37,direct,Conocimiento y consultas,50.0,44.44,45.8819,1089,11.33,N4
V01306,理事,りじ,director,lexeme.V01306,director,理事,1306,13.05,48,33.77,direct,Conocimiento y consultas,50.0,36.75,37.7058,2434,25.34,N4
V01307,会員,かいいん,member,lexeme.V01307,member,会員,1307,13.06,93,39.42,direct,Ocio y vida diaria,50.0,39.7,40.6914,1839,19.15,N4
V01308,案内,あんない,information,lexeme.V01308,information,案内,1308,13.07,805,58.06,direct,Conocimiento y consultas|Ocio y vida diaria|Trabajo y carrera,72.38,48.18,52.5871,467,4.85,N5
V01309,過ごす,すごす,spend,lexeme.V01309,spend,過ごす,1309,13.08,0,33.98,web_prior,,50.0,36.86,37.8126,2410,25.09,N4
V01310,薬,くすり,medicine,lexeme.V01310,medicine,薬,1310,13.09,0,33.98,web_prior,Conocimiento y consultas|Ocio y vida diaria,37.32,36.85,36.5433,2727,28.4,N4
V01311,シーン,シーン,scene,lexeme.V01311,scene,シーン,1311,13.1,0,33.98,web_prior,Ocio y vida diaria,50.0,36.85,37.8109,2411,25.1,N4
V01312,従来,じゅうらい,up to now,lexeme.V01312,up to now,従来,1312,13.11,32,30.34,direct,Conocimiento y consultas,50.0,34.82,35.8656,2903,30.23,N3
V01313,農業,のうぎょう,agriculture,lexeme.V01313,agriculture,農業,1313,13.12,64,36.22,direct,Trabajo y carrera,50.0,38.04,38.9885,2161,22.5,N4
V01314,用意,ようい,preparation,lexeme.V01314,preparation,用意,1314,13.13,1751,64.8,direct,Ocio y vida diaria|Conocimiento y consultas,39.6,50.87,52.7326,459,4.77,N5
V01315,運用,うんよう,making use of,lexeme.V01315,making use of,運用,1315,13.14,69,36.86,direct,Trabajo y carrera,50.0,38.37,39.3235,2094,21.8,N4
V01316,世代,せだい,generation,lexeme.V01316,generation,世代,1316,13.15,314,49.91,direct,Ocio y vida diaria,50.0,44.64,46.1362,1051,10.94,N4
V01317,そうした,そうした,That,lexeme.V01317,That,そうした,1317,13.16,0,33.94,web_prior,,50.0,36.81,37.7711,2420,25.2,N4
V01318,歌う,うたう,sing,form.c78c429f18f0,sing,歌う|うたう,1318,13.17,0,35.03,web_prior,,50.0,37.99,38.8234,2191,22.81,N4
V01319,強化,きょうか,strengthen,lexeme.V01319,strengthen,強化,1319,13.18,252,48.01,direct,Conocimiento y consultas,50.0,43.78,45.1492,1186,12.34,N4
V01320,納得,なっとく,consent,lexeme.V01320,consent,納得,1320,13.19,633,55.98,direct,Trabajo y carrera,50.0,47.28,49.2602,725,7.54,N5
V01321,周り,まわり,surroundings,form.9225207eca58,surroundings,周り|まわり,1321,13.2,829,58.32,direct,Ocio y vida diaria,50.0,50.06,51.6411,539,5.6,N5
V01322,収入,しゅうにゅう,income,lexeme.V01322,income,収入,1322,13.21,115,41.24,direct,Trabajo y carrera,50.0,40.57,41.621,1664,17.32,N4
V01323,増加,ぞうか,increase,lexeme.V01323,increase,増加,1323,13.22,163,44.25,direct,Conocimiento y consultas,50.0,42.02,43.1892,1448,15.07,N4
V01324,レポート,レポート,Report,lexeme.V01324,Report,レポート,1324,13.23,0,33.92,web_prior,Trabajo y carrera|Ocio y vida diaria,44.46,36.79,37.2031,2549,26.54,N4
V01325,年齢,ねんれい,age,lexeme.V01325,age,年齢,1325,13.24,304,49.63,direct,Ocio y vida diaria,50.0,44.51,45.9833,1076,11.2,N4
V01326,裏,うら,back,lexeme.V01326,back,裏,1326,13.25,0,33.92,web_prior,,50.0,36.79,37.7521,2424,25.24,N4
V01327,未来,みらい,the future,lexeme.V01327,the future,未来,1327,13.26,1506,63.49,direct,Conocimiento y consultas,50.0,50.33,53.0925,435,4.52,N5
V01328,社員,しゃいん,company employee,lexeme.V01328,company employee,社員,1328,13.27,264,48.41,direct,Trabajo y carrera,50.0,43.95,45.3462,1155,12.02,N4
V01329,食,しょく,Food,lexeme.V01329,Food,食,1329,13.28,1389,62.79,direct,Ocio y vida diaria|Familia y amigos|Conocimiento y consultas|Trabajo y carrera,65.52,50.05,54.2817,375,3.9,N5
V01330,教会,きょうかい,church,lexeme.V01330,church,教会,1330,13.29,954,59.54,direct,Conocimiento y consultas,50.0,48.72,51.0623,585,6.08,N5
V01331,舞台,ぶたい,stage,lexeme.V01331,stage,舞台,1331,13.3,318,50.02,direct,Familia y amigos|Conocimiento y consultas,50.0,44.66,46.1717,1048,10.91,N4
V01332,前回,ぜんかい,previous time,lexeme.V01332,previous time,前回,1332,13.31,896,58.99,direct,Conocimiento y consultas,50.0,48.5,50.7818,606,6.3,N5
V01333,年金,ねんきん,annuity,lexeme.V01333,annuity,年金,1333,13.32,92,39.33,direct,Ocio y vida diaria,50.0,39.59,40.5952,1854,19.3,N4
V01334,もう少し,もうすこし,A little more,lexeme.V01334,A little more,もう少し,1334,13.33,0,33.88,web_prior,Conocimiento y consultas|Trabajo y carrera,41.76,36.75,36.892,2626,27.34,N4
V01335,交通,こうつう,traffic,lexeme.V01335,traffic,交通,1335,13.34,316,49.97,direct,Ocio y vida diaria,50.0,44.62,46.1312,1052,10.95,N4
V01336,総,そう,Total,lexeme.V01336,Total,総,1336,13.35,110,40.86,direct,,50.0,40.35,41.3936,1703,17.73,N4
V01337,料金,りょうきん,fee,lexeme.V01337,fee,料金,1337,13.36,172,44.71,direct,Ocio y vida diaria|Trabajo y carrera,50.0,42.21,43.405,1417,14.75,N4
V01338,教師,きょうし,teacher,lexeme.V01338,teacher,教師,1338,13.37,498,53.9,direct,Ocio y vida diaria,50.0,46.34,48.1613,834,8.68,N5
V01339,重い,おもい,heavy,lexeme.V01339,heavy,重い,1339,13.38,0,33.86,web_prior,,50.0,36.73,37.6998,2435,25.35,N4
V01340,どうして,どうして,Why,lexeme.V01340,Why,どうして,1340,13.39,0,33.83,web_prior,Conocimiento y consultas,50.0,36.7,37.6718,2445,25.46,N4
V01341,著,しる,Author,lexeme.V01341,Author,著,1341,13.4,36,31.33,direct,,50.0,35.31,36.335,2775,28.9,N4
V01342,森,もり,forest,lexeme.V01342,forest,森,1342,13.41,0,33.82,web_prior,Ocio y vida diaria|Conocimiento y consultas|Familia y amigos,64.94,36.69,39.1552,2129,22.17,N4
V01343,他人,たにん,another person,lexeme.V01343,another person,他人,1343,13.42,720,57.1,direct,Familia y amigos,50.0,47.66,49.7754,675,7.02,N5
V01344,組,くみ,set,lexeme.V01344,set,組,1344,13.43,744,57.38,direct,,50.0,47.76,49.9135,665,6.92,N5
V01345,株式,かぶしき,stock,lexeme.V01345,stock,株式,1345,13.44,110,40.86,direct,,50.0,40.3,41.3582,1711,17.81,N4
V01346,上昇,じょうしょう,rising,lexeme.V01346,rising,上昇,1346,13.45,316,49.97,direct,Ocio y vida diaria,50.0,44.56,46.0926,1061,11.04,N4
V01347,否定,ひてい,negation,lexeme.V01347,negation,否定,1347,13.46,464,53.29,direct,Ocio y vida diaria,50.0,46.01,47.799,865,9.0,N5
V01348,機械,きかい,machine,lexeme.V01348,machine,機械,1348,13.47,777,57.76,direct,Conocimiento y consultas,10.0,47.88,46.0835,1063,11.06,N4
V01349,完成,かんせい,complete,lexeme.V01349,complete,完成,1349,13.48,514,54.18,direct,Trabajo y carrera|Ocio y vida diaria,50.0,46.37,48.244,825,8.58,N5
V01350,大好き,だいすき,really like,lexeme.V01350,really like,大好き,1350,13.49,1009,60.02,direct,,50.0,48.81,51.2369,573,5.96,N5
V01351,ねぇ,ねぇ,Hey,lexeme.V01351,Hey,ねぇ,1351,13.5,0,33.73,web_prior,,50.0,36.58,37.5678,2461,25.62,N4
V01352,扱う,あつかう,handle,lexeme.V01352,handle,扱う,1352,13.51,0,33.73,web_prior,,50.0,36.58,37.5678,2462,25.64,N4
V01353,修正,しゅうせい,amendment,lexeme.V01353,amendment,修正,1353,13.52,325,50.21,direct,Ocio y vida diaria,50.0,44.63,46.1917,1045,10.88,N4
V01354,くん,くん,Kun,lexeme.V01354,Kun,くん,1354,13.53,0,33.72,web_prior,,50.0,36.57,37.5589,2465,25.67,N4
V01355,電車,でんしゃ,train,lexeme.V01355,train,電車,1355,13.54,281,48.95,direct,Trabajo y carrera|Conocimiento y consultas|Ocio y vida diaria|Familia y amigos|Dinero y proyectos,68.73,44.06,47.4089,900,9.36,N5
V01356,一応,いちおう,Just in case,lexeme.V01356,Just in case,一応,1356,13.55,208,46.35,direct,Ocio y vida diaria,50.0,42.87,44.1845,1324,13.78,N4
V01357,向上,こうじょう,elevation,lexeme.V01357,elevation,向上,1357,13.56,86,38.75,direct,Ocio y vida diaria,50.0,39.2,40.2107,1921,20.0,N4
V01358,負ける,まける,lose,lexeme.V01358,lose,負ける,1358,13.57,0,33.69,web_prior,,50.0,36.55,37.5358,2476,25.78,N4
V01359,生じる,しょうじる,arise,lexeme.V01359,arise,生じる,1359,13.58,0,33.69,web_prior,,50.0,36.54,37.5304,2478,25.8,N4
V01360,週,しゅう,week,lexeme.V01360,week,週,1360,13.59,0,33.68,web_prior,,50.0,36.53,37.5233,2479,25.81,N4
V01361,野球,やきゅう,baseball,lexeme.V01361,baseball,野球,1361,13.6,280,48.92,direct,Ocio y vida diaria,50.0,44.03,45.5061,1141,11.88,N4
V01362,姿勢,しせい,attitude,lexeme.V01362,attitude,姿勢,1362,13.61,0,33.67,web_prior,Ocio y vida diaria,50.0,36.52,37.5162,2480,25.82,N4
V01363,スペイン,スペイン,Spain,lexeme.V01363,Spain,スペイン,1363,13.62,0,33.67,web_prior,Ocio y vida diaria,50.0,36.52,37.5108,2481,25.83,N4
V01364,遊ぶ,あそぶ,play,lexeme.V01364,play,遊ぶ,1364,13.63,0,33.65,web_prior,,50.0,36.49,37.4893,2484,25.86,N4
V01365,訪問,ほうもん,call,lexeme.V01365,call,訪問,1365,13.64,387,51.72,direct,Ocio y vida diaria,50.0,45.25,46.9362,966,10.05,N4
V01366,引用,いんよう,quotation,lexeme.V01366,quotation,引用,1366,13.65,105,40.46,direct,Conocimiento y consultas,50.0,40.02,41.0844,1761,18.33,N4
V01367,インド,インド,India,lexeme.V01367,India,インド,1367,13.66,0,33.63,web_prior,Conocimiento y consultas,50.0,36.48,37.4732,2491,25.94,N4
V01368,並ぶ,ならぶ,line up,lexeme.V01368,line up,並ぶ,1368,13.67,0,33.62,web_prior,,50.0,36.47,37.4678,2493,25.96,N4
V01369,視点,してん,opinion,lexeme.V01369,opinion,視点,1369,13.68,90,39.14,direct,Conocimiento y consultas,50.0,39.35,40.3806,1891,19.69,N4
V01370,小学校,しょうがっこう,primary school,lexeme.V01370,primary school,小学校,1370,13.69,0,33.62,web_prior,Conocimiento y consultas,50.0,36.46,37.4624,2494,25.97,N4
V01371,電気,でんき,electricity,lexeme.V01371,electricity,電気,1371,13.7,669,56.46,direct,Conocimiento y consultas|Ocio y vida diaria|Dinero y proyectos,72.38,47.25,51.5922,545,5.67,N5
V01372,効率,こうりつ,efficiency,lexeme.V01372,efficiency,効率,1372,13.71,0,33.6,web_prior,Ocio y vida diaria,50.0,36.44,37.4426,2500,26.03,N4
V01373,間違う,まちがう,Wrong,lexeme.V01373,Wrong,間違う,1373,13.72,0,33.59,web_prior,,50.0,36.44,37.4372,2502,26.05,N4
V01374,芸術,げいじゅつ,art,lexeme.V01374,art,芸術,1374,13.73,418,52.39,direct,Ocio y vida diaria,50.0,45.5,47.2546,926,9.64,N5
V01375,挙げる,あげる,list,lexeme.V01375,list,挙げる,1375,13.74,0,33.57,web_prior,,50.0,36.41,37.412,2510,26.14,N4
V01376,会話,かいわ,conversation,lexeme.V01376,conversation,会話,1376,13.75,859,58.63,direct,Trabajo y carrera,50.0,48.11,50.4442,629,6.54,N5
V01377,ドラマ,ドラマ,Drama,lexeme.V01377,Drama,ドラマ,1377,13.76,0,33.56,web_prior,Ocio y vida diaria,50.0,36.4,37.4029,2511,26.15,N4
V01378,再び,ふたたび,again,lexeme.V01378,again,再び,1378,13.77,716,57.05,direct,,50.0,47.45,49.632,693,7.21,N5
V01379,春,はる,spring,form.bfd98515e01e,spring,春|はる,1379,13.78,0,37.15,web_prior,Ocio y vida diaria|Conocimiento y consultas,47.68,40.3,40.6435,1847,19.23,N4
V01380,解釈,かいしゃく,explanation,lexeme.V01380,explanation,解釈,1380,13.79,126,42.03,direct,Ocio y vida diaria,50.0,40.72,41.8547,1630,16.97,N4
V01381,ゆく,ゆく,Go,lexeme.V01381,Go,ゆく,1381,13.8,0,33.52,web_prior,,50.0,36.35,37.3648,2520,26.24,N4
V01382,猫,ねこ,cat,form.9b1d7c0dd3c1,cat,猫|ねこ,1382,13.81,0,35.11,web_prior,Conocimiento y consultas|Ocio y vida diaria,44.46,38.08,38.3453,2290,23.84,N4
V01383,資産,しさん,property,lexeme.V01383,property,資産,1383,13.82,273,48.7,direct,Ocio y vida diaria,50.0,43.82,45.3163,1159,12.06,N4
V01384,行,くだり,line,lexeme.V01384,line,行,1384,13.83,44960,92.96,direct,Ocio y vida diaria|Conocimiento y consultas|Trabajo y carrera|Dinero y proyectos|Familia y amigos,93.54,60.53,72.0894,32,0.32,N5
V01385,結論,けつろん,conclusion,lexeme.V01385,conclusion,結論,1385,13.84,326,50.24,direct,Ocio y vida diaria,50.0,44.49,46.1026,1058,11.01,N4
V01386,大丈夫,だいじょうぶ,Are you okay,lexeme.V01386,Are you okay,大丈夫,1386,13.85,15283,83.59,direct,Trabajo y carrera|Ocio y vida diaria,44.46,57.39,62.4901,129,1.33,N5
